確度,部門,プロジェクト名,内外,BIZ,S/L,AOコード,AOコード名,請求先,ヒト・モノ,売上1月,外注費1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
①,ソリ開1,KHP SQL（SA付）ライセンス（gonntani用）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,49583,0,47625,0,1958,0.039,49583,0,47625,0,1958,0.039,33596,0,32262,0,1334,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,統合ファイルサーバ（ハードウェア）保守更新(202006月-202105月）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38192,0,2018,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,統合ファイルサーバ（ハードウェア）保守更新(202106月-202205月）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05,40210,0,38196,0,2014,0.05
④,ソリ開1,KP　AS400　ラインプリンターリプレース,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,Win10問い合わせ窓口業務,外,CIT,5a 個別運用保守ｻｰﾋﾞｽ,999,その他,クラシエホールディングス,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,基幹LAN更改　cisco保守（5年間）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,基幹LAN更改　UPS保守（5年間）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,HCM関連　JP1ライセンス保守費用,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,ソリ開1,KHP 予算管理システム保守,外,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,クラシエホールディングス,モノ,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17,100000,78000,5000,0,17000,0.17
①,ソリ開1,KHP  新型無線LAN(ランニング費用),外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351,19080,0,12375,0,6705,0.351
④,ソリ開1,SAP　RSK関連サーバリプレース（JP1作業）,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,999,その他,クラシエホールディングス,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,サーバルーム指紋認証装置リプレース,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,Proxy関連サーバリプレース,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,★OutSystems導入支援（上期、気合）,対象外,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,★OutSystems導入支援（下期、気合）,対象外,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,HCM サポートサイト追加開発,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,KHP国際 需給管理システム追加開発,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,クラシエホールディングス,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,ソリ開1,アンリツ様Orchestrator導入支援,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,814000,468000,5000,0,341000,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
④,ソリ開1,モスフードサービス様Dynamics365とe-mossles連携,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,KPインフラ基盤リプレース,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,ソリ開1,基幹LAN更改　ciscoHW・UPS,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,3222300,0,3125000,0,97300,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,基幹LAN更改　ciscoSW（5年間）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,100590,0,97500,0,3090,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031,50295,0,48750,0,1545,0.031
①,ソリ開1,基幹LAN更改　作業,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,999,その他,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280000,1748000,660000,317196,554804,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,HCMシステム向け　JP1サポートサービス,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,35100,0,31590,0,3510,0.1,0,0,0,0,0,0
①,ソリ開1,HCMシステム向け　Oracle DBライセンス保守付き（１年）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,14700,0,13230,0,1470,0.1,9010,0,8109,0,901,0.1
①,ソリ開1,HCMシステム向け　JP1サポートサービス（21年12月更新),外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,0,31590,0,3510,0.1
①,ソリ開1,HCMシステム向け　Oracle DBライセンス保守付き（１年）(21年12月更新 ）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5690,0,5121,0,569,0.1
①,ソリ開1,セキセイT&C様　サーバリプレース（UPS保守）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2,2963,0,2369,0,594,0.2
①,ソリ開1,セキセイT&C様　サーバリプレース（バッファローNAS）5年保守,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101,308,0,277,0,31,0.101
①,ソリ開1,KHP国際 需給管理システム本発注数量一括更新機能追加,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,クラシエホールディングス,ヒト,960000,500000,0,36300,423700,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KHP国際 需給管理システム輸出帳票機能追加,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,3241000,2384000,0,75706,781294,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,キャタラー Uipath教育 2回目,外,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,キャタラー,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,630000,429000,0,0,201000,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
④,ソリ開1,OLC KPIレポート作成 202001-04,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,OLC KPIレポート作成 202005-08,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開1,OLC KPIレポート作成 202009-12,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,ソリ開1,モスフードサービスカオナビ連携対象追加対応,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,430000,234000,0,0,196000,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,基幹LAN更改　保守1年目（5年間）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,63750,0,60600,0,3150,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049,42500,0,40400,0,2100,0.049
①,ソリ開1,パラマウントベッド RPA保守サポート 202101-06,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,192000,78000,0,36300,77700,0.405,192000,78000,0,36300,77700,0.405,192000,78000,0,36300,77700,0.405,192000,78000,0,36300,77700,0.405,192000,78000,0,36300,77700,0.405,192000,78000,0,36300,77700,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,紀伊産業IBMパスポート・アドバンテージ,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,紀伊産業株式会社,モノ,13400,0,12194,0,1206,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KP様無線LAN(4 台)（初期費用）,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307200,0,255200,0,52000,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KP様無線LAN(4台) （ランニング）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351
①,ソリ開1,KHP SQL Server Standard　コアライセンス SA件保守(2年間）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,5546,0,5268,0,278,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05,17192,0,16332,0,860,0.05
①,ソリ開1,OLC様FAQ関連作業（2月分）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,220000,180000,0,0,40000,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様FAQ関連作業（3月分）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,477500,315000,0,72600,89900,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様IF基盤保守運用作業（3月分）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,220000,0,0,145200,74800,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KHD TS-2550タイムサーバー機器保守　21年度更新分,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05,8750,0,8312,0,438,0.05
①,ソリ開1,新ゲート管理システム HW・SW【カードプリンター保守】,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,スバル興業,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15,10300,0,8750,0,1550,0.15
①,ソリ開1,レジシステム刷新　機器一式（夢の島マリーナレストラン）,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,スバル興業,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158700,0,132269,0,26431,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,運用保守サポート要員追加　2021年4月～6月作業分,外,CIT,5a 個別運用保守ｻｰﾋﾞｽ,999,その他,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685000,570000,0,0,115000,0.168,685000,570000,0,0,115000,0.168,685000,570000,0,0,115000,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様FAQ保守・翻訳関連作業（4-6月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,0,0,122100,52900,0.302,175000,0,0,122100,52900,0.302,175000,0,0,122100,52900,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様FAQ_KPIレポート作業（5月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422500,315000,0,0,107500,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様IF基盤保守運用作業（4-6月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065000,0,5000,798600,261400,0.245,1065000,0,5000,798600,261400,0.245,1065000,0,5000,798600,261400,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様IF基盤開発作業（4-6月）,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,0,2500,297000,120500,0.287,420000,0,2500,297000,120500,0.287,420000,0,2500,297000,120500,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様RPA保守運用作業（4-6月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,78000,0,135300,71700,0.252,285000,78000,0,135300,71700,0.252,285000,78000,0,135300,71700,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様FAQ保守・翻訳関連作業（7-9月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,0,0,122100,52900,0.302,175000,0,0,122100,52900,0.302,175000,0,0,122100,52900,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様FAQ_KPIレポート作業（7月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387500,300000,0,0,87500,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様FAQ_KPIレポート作業（9月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387500,300000,0,0,87500,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様IF基盤保守運用作業（7-9月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065000,39000,5000,762300,258700,0.243,1065000,39000,5000,762300,258700,0.243,1065000,0,5000,798600,261400,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様IF基盤開発作業（7-9月）,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,0,2500,297000,120500,0.287,420000,0,2500,297000,120500,0.287,420000,0,2500,297000,120500,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,OLC様RPA保守運用作業（7-9月）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,117000,0,99000,69000,0.242,285000,117000,0,99000,69000,0.242,285000,78000,0,153450,53550,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
