会社コード,予実区分,計上年月,案件ナンバ,案件名,案件明細ナンバ,案件明細名,受注ナンバ,プロジェクトナンバ,第1階層コストセンタコード,第2階層コストセンタコード,コストセンタコード,コストセンタ名,科目コード,科目名,配賦用勘定科目区分,勘定科目区分,コストセンタ区分,原価属性,原価区分,サービスラインコード,プロジェクト区分,他勘定振替区分,コスト区分明細,配賦前フラグ,直課識別区分,発生事由区分,原価計算機能ID,配賦サブグループID,仕掛品コストセンタ区分,発生元識別キー,円貨換算金額（予算レート）,円貨換算金額（実績レート）,通貨,実績外貨金額,為替予実差,開発担当コストセンタコード,営業担当コストセンタコード
0007,2,202101,LAAN-1709-00244,GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac12台ﾘﾌﾟﾚｰｽの件(iMac 27in,1,G-GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac12台ﾘﾌﾟﾚｰｽの件(iMac 27inch Retina 5K) ※DGPN接続あり,LAJC-1709-00314,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426560,71517,71517,JPY,71517,0,,
0007,2,202101,LAAN-1709-00244,GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac12台ﾘﾌﾟﾚｰｽの件(iMac 27in,1,G-GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac12台ﾘﾌﾟﾚｰｽの件(iMac 27inch Retina 5K) ※DGPN接続あり,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,68346,68346,,68346,0,AN7920,
0007,2,202101,LAAN-1709-00246,GSUB 本社 非ESQﾉｰﾄPC 5台導入の件（SONY VAIO VJS1311：ﾊｰﾄﾞ）,1,G-GSUB 本社 非ESQﾉｰﾄPC 5台導入の件（SONY VAIO VJS1311：ﾊｰﾄﾞ）,LAJC-1709-00215,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426546,28286,28286,JPY,28286,0,,
0007,2,202101,LAAN-1709-00246,GSUB 本社 非ESQﾉｰﾄPC 5台導入の件（SONY VAIO VJS1311：ﾊｰﾄﾞ）,1,G-GSUB 本社 非ESQﾉｰﾄPC 5台導入の件（SONY VAIO VJS1311：ﾊｰﾄﾞ）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,27032,27032,,27032,0,AN7920,
0007,2,202101,LAAN-1709-00247,GSUB 新潟支社 Mac1台 ﾘﾌﾟﾚｰｽの件 (iMac 27inch Retina 5K),1,G-GSUB 新潟支社 Mac1台 ﾘﾌﾟﾚｰｽの件 (iMac 27inch Retina 5K),LAJC-1709-00216,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426547,6898,6898,JPY,6898,0,,
0007,2,202101,LAAN-1709-00247,GSUB 新潟支社 Mac1台 ﾘﾌﾟﾚｰｽの件 (iMac 27inch Retina 5K),1,G-GSUB 新潟支社 Mac1台 ﾘﾌﾟﾚｰｽの件 (iMac 27inch Retina 5K),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,6592,6592,,6592,0,AN7920,
0007,2,202101,LAAN-1709-00248,GSUB 静岡支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 静岡支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,LAJC-1709-00217,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426548,1784,1784,JPY,1784,0,,
0007,2,202101,LAAN-1709-00248,GSUB 静岡支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 静岡支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1705,1705,,1705,0,AN7920,
0007,2,202101,LAAN-1709-00249,GSUB 金沢支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ),1,G-GSUB 金沢支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ),LAJC-1709-00219,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426549,11767,11767,JPY,11767,0,,
0007,2,202101,LAAN-1709-00249,GSUB 金沢支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ),1,G-GSUB 金沢支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,11245,11245,,11245,0,AN7920,
0007,2,202101,LAAN-1709-00252,GSUB 本社 ESQ PC ｿﾌﾄ導入の件(ｴｸｾﾙ統計),1,G-GSUB 本社 ESQ PC ｿﾌﾄ導入の件(ｴｸｾﾙ統計),LAJC-1709-00325,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426561,831,831,JPY,831,0,,
0007,2,202101,LAAN-1709-00252,GSUB 本社 ESQ PC ｿﾌﾄ導入の件(ｴｸｾﾙ統計),1,G-GSUB 本社 ESQ PC ｿﾌﾄ導入の件(ｴｸｾﾙ統計),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,794,794,,794,0,AN7920,
0007,2,202101,LAAN-1709-00253,GSUB 本社 非ESQ PC 3台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),1,G-GSUB 本社 非ESQ PC 3台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),LAJC-1709-00286,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426558,14536,14536,JPY,14536,0,,
0007,2,202101,LAAN-1709-00253,GSUB 本社 非ESQ PC 3台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),1,G-GSUB 本社 非ESQ PC 3台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,13892,13892,,13892,0,AN7920,
0007,2,202101,LAAN-1709-00254,GSUB 本社 Mac1台 導入の件(iMac 27inch Retina 5K),1,G-GSUB 本社 Mac1台 導入の件(iMac 27inch Retina 5K),LAJC-1709-00289,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426559,10335,10335,JPY,10335,0,,
0007,2,202101,LAAN-1709-00254,GSUB 本社 Mac1台 導入の件(iMac 27inch Retina 5K),1,G-GSUB 本社 Mac1台 導入の件(iMac 27inch Retina 5K),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,9877,9877,,9877,0,AN7920,
0007,2,202101,LAAN-1709-00255,GSUB 非ESQﾉｰﾄPC 2台導入の件 (HP ProBook 450/Let's note C,1,G-GSUB 非ESQﾉｰﾄPC 2台導入の件 (HP ProBook 450/Let's note CF-SZ5)※経理業務1部,LAJC-1709-00233,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426550,7579,7579,JPY,7579,0,,
0007,2,202101,LAAN-1709-00255,GSUB 非ESQﾉｰﾄPC 2台導入の件 (HP ProBook 450/Let's note C,1,G-GSUB 非ESQﾉｰﾄPC 2台導入の件 (HP ProBook 450/Let's note CF-SZ5)※経理業務1部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,7243,7243,,7243,0,AN7920,
0007,2,202101,LAAN-1709-00256,GSUB 非ESQﾉｰﾄPC 4台導入の件 (HP ProBook 450/Let's note C,1,G-GSUB 非ESQﾉｰﾄPC 4台導入の件 (HP ProBook 450/Let's note CF-SZ5)※人事業務2部,LAJC-1709-00235,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426551,15519,15519,JPY,15519,0,,
0007,2,202101,LAAN-1709-00256,GSUB 非ESQﾉｰﾄPC 4台導入の件 (HP ProBook 450/Let's note C,1,G-GSUB 非ESQﾉｰﾄPC 4台導入の件 (HP ProBook 450/Let's note CF-SZ5)※人事業務2部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,14831,14831,,14831,0,AN7920,
0007,2,202101,LAAN-1709-00257,GSUB 非ESQﾉｰﾄPC 1台導入の件 (HP ProBook 450)※人事業務1部,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (HP ProBook 450)※人事業務1部,LAJC-1709-00260,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426552,3609,3609,JPY,3609,0,,
0007,2,202101,LAAN-1709-00257,GSUB 非ESQﾉｰﾄPC 1台導入の件 (HP ProBook 450)※人事業務1部,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (HP ProBook 450)※人事業務1部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,3449,3449,,3449,0,AN7920,
0007,2,202101,LAAN-1709-00258,GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5)※企画推進部,LAJC-1709-00261,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426553,3970,3970,JPY,3970,0,,
0007,2,202101,LAAN-1709-00258,GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5)※企画推進部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,3794,3794,,3794,0,AN7920,
0007,2,202101,LAAN-1709-00259,GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5)※総務部,LAJC-1709-00264,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426554,3970,3970,JPY,3970,0,,
0007,2,202101,LAAN-1709-00259,GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5)※総務部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,3794,3794,,3794,0,AN7920,
0007,2,202101,LAAN-1709-00260,GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5)※業務会計1部,LAJC-1709-00268,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426556,3970,3970,JPY,3970,0,,
0007,2,202101,LAAN-1709-00260,GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 1台導入の件 (Panasonic Let's note CF-SZ5)※業務会計1部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,3794,3794,,3794,0,AN7920,
0007,2,202101,LAAN-1709-00261,GSUB ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）※業務会計1部,1,G-GSUB ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）※業務会計1部,LAJC-1709-00272,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426557,1675,1675,JPY,1675,0,,
0007,2,202101,LAAN-1709-00261,GSUB ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）※業務会計1部,1,G-GSUB ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）※業務会計1部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1601,1601,,1601,0,AN7920,
0007,2,202101,LAAN-1709-00262,GSUB 非ESQﾉｰﾄPC 2台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 2台導入の件 (Panasonic Let's note CF-SZ5)※ﾌｧｸﾀﾘﾝｸﾞ業務部,LAJC-1709-00265,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426555,7940,7940,JPY,7940,0,,
0007,2,202101,LAAN-1709-00262,GSUB 非ESQﾉｰﾄPC 2台導入の件 (Panasonic Let's note CF-SZ5,1,G-GSUB 非ESQﾉｰﾄPC 2台導入の件 (Panasonic Let's note CF-SZ5)※ﾌｧｸﾀﾘﾝｸﾞ業務部,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,7588,7588,,7588,0,AN7920,
0007,2,202101,LAAN-1709-00286,三甲テキスタイル様向け 設計支援システム用サーバー更改,4,三甲ﾃｷｽﾀｲﾙ様向 ﾊｰﾄﾞｳｴｱ保守5年,LAJC-1709-00379,,ANJ00B,,ANJ0N0,営業部（西日本）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426612,1908,1908,JPY,1908,0,,
0007,2,202101,LAAN-1709-00286,三甲テキスタイル様向け 設計支援システム用サーバー更改,4,三甲ﾃｷｽﾀｲﾙ様向 ﾊｰﾄﾞｳｴｱ保守5年,,,ANJ00B,,ANJ0N0,営業部（西日本）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,1642,1642,JPY,1642,0,,
0007,2,202101,LAAN-1710-00164,コニカミノルタ様向け_第四次拡大,6,コニカミノルタ様向け_第四次拡大 CAD on VDI NVIDAIﾗｲｾﾝｽ保守（5年）,LAJC-1712-00653,,AN500B,,AN50M0,事業管理部（ＴＣ）,41100,売上高,,,2,0,,HSM,,,,1,,2,,,,02_LASK05-000426613,118306,118306,JPY,118306,0,,
0007,2,202101,LAAN-1710-00164,コニカミノルタ様向け_第四次拡大,6,コニカミノルタ様向け_第四次拡大 CAD on VDI NVIDAIﾗｲｾﾝｽ保守（5年）,,,AN500B,,AN50M0,事業管理部（ＴＣ）,42121,社外原価仕入,,3,2,0,,HSM,,,,1,,1,,,,05_LAKGFR-000060002,101773,101773,JPY,101773,0,,
0007,2,202101,LAAN-1710-00180,GSUB ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/CT）,LAJC-1710-00298,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426563,1412,1412,JPY,1412,0,,
0007,2,202101,LAAN-1710-00180,GSUB ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1349,1349,,1349,0,AN7920,
0007,2,202101,LAAN-1710-00184,GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac2台ﾘﾌﾟﾚｰｽの件(MacBook Pr,1,G-GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac2台ﾘﾌﾟﾚｰｽの件(MacBook Pro 15.4inch) ※独自NW接続,LAJC-1710-00302,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426564,14636,14636,JPY,14636,0,,
0007,2,202101,LAAN-1710-00184,GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac2台ﾘﾌﾟﾚｰｽの件(MacBook Pr,1,G-GSUB 【ﾌﾛｱ増床に伴う機器ﾘﾌﾟﾚｰｽ】本社 Mac2台ﾘﾌﾟﾚｰｽの件(MacBook Pro 15.4inch) ※独自NW接続,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,13987,13987,,13987,0,AN7920,
0007,2,202101,LAAN-1710-00187,GSUB 横浜支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 横浜支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,LAJC-1710-00322,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426565,1784,1784,JPY,1784,0,,
0007,2,202101,LAAN-1710-00187,GSUB 横浜支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 横浜支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1705,1705,,1705,0,AN7920,
0007,2,202101,LAAN-1710-00189,GSUB 浜松営業所 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 浜松営業所 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,LAJC-1710-00323,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426566,1784,1784,JPY,1784,0,,
0007,2,202101,LAAN-1710-00189,GSUB 浜松営業所 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 浜松営業所 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1705,1705,,1705,0,AN7920,
0007,2,202101,LAAN-1710-00190,GSUB 岡山支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ) ※TouchBar搭,1,G-GSUB 岡山支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ) ※TouchBar搭載,LAJC-1710-00324,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426567,11985,11985,JPY,11985,0,,
0007,2,202101,LAAN-1710-00190,GSUB 岡山支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ) ※TouchBar搭,1,G-GSUB 岡山支社 Mac1台 導入の件(MacBook Pro 13ｲﾝﾁ) ※TouchBar搭載,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,11454,11454,,11454,0,AN7920,
0007,2,202101,LAAN-1710-00192,GSUB 神戸支社 Mac1台 ﾘﾌﾟﾚｰｽの件(iMac 27inch Retina 5K),1,G-GSUB 神戸支社 Mac1台 ﾘﾌﾟﾚｰｽの件(iMac 27inch Retina 5K),LAJC-1710-00326,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426568,6683,6683,JPY,6683,0,,
0007,2,202101,LAAN-1710-00192,GSUB 神戸支社 Mac1台 ﾘﾌﾟﾚｰｽの件(iMac 27inch Retina 5K),1,G-GSUB 神戸支社 Mac1台 ﾘﾌﾟﾚｰｽの件(iMac 27inch Retina 5K),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,6387,6387,,6387,0,AN7920,
0007,2,202101,LAAN-1710-00195,GSUB 広島支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 広島支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,LAJC-1710-00380,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426569,1784,1784,JPY,1784,0,,
0007,2,202101,LAAN-1710-00195,GSUB 広島支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,1,G-GSUB 広島支社 ESQ PC 1台導入の件（HP ProDesk 600 G3 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,1705,1705,,1705,0,AN7920,
0007,2,202101,LAAN-1710-00196,GSUB 本社 複合機1台導入の件(富士ｾﾞﾛｯｸｽ ApeosPort-V C7785),1,G-GSUB 本社 複合機1台導入の件(富士ｾﾞﾛｯｸｽ ApeosPort-V C7785),LAJC-1710-00383,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426570,42902,42902,JPY,42902,0,,
0007,2,202101,LAAN-1710-00196,GSUB 本社 複合機1台導入の件(富士ｾﾞﾛｯｸｽ ApeosPort-V C7785),1,G-GSUB 本社 複合機1台導入の件(富士ｾﾞﾛｯｸｽ ApeosPort-V C7785),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,41000,41000,,41000,0,AN7920,
0007,2,202101,LAAN-1710-00198,GSUB 岡山支社 Mac1台 ﾘﾌﾟﾚｰｽの件(MacBook Air 13ｲﾝﾁ),1,G-GSUB 岡山支社 Mac1台 ﾘﾌﾟﾚｰｽの件(MacBook Air 13ｲﾝﾁ),LAJC-1710-00387,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426571,5156,5156,JPY,5156,0,,
0007,2,202101,LAAN-1710-00198,GSUB 岡山支社 Mac1台 ﾘﾌﾟﾚｰｽの件(MacBook Air 13ｲﾝﾁ),1,G-GSUB 岡山支社 Mac1台 ﾘﾌﾟﾚｰｽの件(MacBook Air 13ｲﾝﾁ),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,4927,4927,,4927,0,AN7920,
0007,2,202101,LAAN-1710-00214,GSUB 本社 非ESQ PC 7台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),1,G-GSUB 本社 非ESQ PC 7台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),LAJC-1710-00400,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426576,32638,32638,JPY,32638,0,,
0007,2,202101,LAAN-1710-00214,GSUB 本社 非ESQ PC 7台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),1,G-GSUB 本社 非ESQ PC 7台導入の件(HP EliteBook x360：ﾊｰﾄﾞ),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,31191,31191,,31191,0,AN7920,
0007,2,202101,LAAN-1710-00215,GSUB 函館支社 複合機 1台導入の件(RICOH MP C3004 SPF),1,G-GSUB 函館支社 複合機 1台導入の件(RICOH MP C3004 SPF),LAJC-1710-00393,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426572,14021,14021,JPY,14021,0,,
0007,2,202101,LAAN-1710-00215,GSUB 函館支社 複合機 1台導入の件(RICOH MP C3004 SPF),1,G-GSUB 函館支社 複合機 1台導入の件(RICOH MP C3004 SPF),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,13399,13399,,13399,0,AN7920,
0007,2,202101,LAAN-1710-00216,GSUB 旭川支社 複合機 1台導入の件(RICOH MP C3004 SPF),1,G-GSUB 旭川支社 複合機 1台導入の件(RICOH MP C3004 SPF),LAJC-1710-00394,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426573,14021,14021,JPY,14021,0,,
0007,2,202101,LAAN-1710-00216,GSUB 旭川支社 複合機 1台導入の件(RICOH MP C3004 SPF),1,G-GSUB 旭川支社 複合機 1台導入の件(RICOH MP C3004 SPF),,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,13399,13399,,13399,0,AN7920,
0007,2,202101,LAAN-1710-00219,GSUB 旭川支社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/,1,G-GSUB 旭川支社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/CT）,LAJC-1710-00395,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,HSL,,,,1,,2,,,,02_LASK05-000426574,2150,2150,JPY,2150,0,,
0007,2,202101,LAAN-1710-00219,GSUB 旭川支社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/,1,G-GSUB 旭川支社 非ESQ PC 1台ﾘﾌﾟﾚｰｽの件（HP ProDesk 600 G3 SF/CT）,,LAPJ20110008,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,HSL,P01,1,101,0,,1,05,015,,01_LAKGHG-000111905,2055,2055,,2055,0,AN7920,
