会社コード,予実区分,計上年月,案件ナンバ,案件名,案件明細ナンバ,案件明細名,受注ナンバ,プロジェクトナンバ,第1階層コストセンタコード,第2階層コストセンタコード,コストセンタコード,コストセンタ名,科目コード,科目名,配賦用勘定科目区分,勘定科目区分,コストセンタ区分,原価属性,原価区分,サービスラインコード,プロジェクト区分,他勘定振替区分,コスト区分明細,配賦前フラグ,直課識別区分,発生事由区分,原価計算機能ID,配賦サブグループID,仕掛品コストセンタ区分,発生元識別キー,円貨換算金額（予算レート）,円貨換算金額（実績レート）,通貨,実績外貨金額,為替予実差,開発担当コストセンタコード,営業担当コストセンタコード
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,161,161,,161,0,AN7400,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,2,G-HLOG-PCログ提供サービス,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433942,30000,30000,JPY,30000,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,2,G-HLOG-PCログ提供サービス,,LAPJ21010148,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,22222,22222,,22222,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,2,G-HLOG-PCログ提供サービス,,LAPJ21010148,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,5384,5384,,5384,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,2,G-HLOG-PCログ提供サービス,,LAPJ21010148,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,102,102,,102,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,2,G-HLOG-PCログ提供サービス,,LAPJ21010148,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,4918,4918,,4918,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433943,118900,118900,JPY,118900,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433944,118900,118900,JPY,118900,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,7361,7361,,7361,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,84009,84009,,84009,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,5931,5931,,5931,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,1824,1824,,1824,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433945,164000,164000,JPY,164000,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433946,164000,164000,JPY,164000,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,12964,12964,,12964,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,19686,19686,,19686,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,122620,122620,,122620,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,3060,3060,,3060,0,AN7920,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,5,G-HFSR-ファイルサーバー,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433947,112000,112000,JPY,112000,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,5,G-HFSR-ファイルサーバー,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433948,112000,112000,JPY,112000,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,5,G-HFSR-ファイルサーバー,,LAPJ20120057,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,7110,7110,,7110,0,AN7400,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,5,G-HFSR-ファイルサーバー,,LAPJ20120057,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,36573,36573,,36573,0,AN7400,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,5,G-HFSR-ファイルサーバー,,LAPJ20120057,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,47500,47500,,47500,0,AN7400,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,5,G-HFSR-ファイルサーバー,,LAPJ20120057,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,1827,1827,,1827,0,AN7400,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,6,G-HWIF-イントラWiFi,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433949,109400,109400,JPY,109400,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,6,G-HWIF-イントラWiFi,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433950,109400,109400,JPY,109400,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,6,G-HWIF-イントラWiFi,,LAPJ20120063,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,6538,6538,,6538,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,6,G-HWIF-イントラWiFi,,LAPJ20120063,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,617,617,,617,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,6,G-HWIF-イントラWiFi,,LAPJ20120063,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,16342,16342,,16342,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,6,G-HWIF-イントラWiFi,,LAPJ20120063,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,2358,2358,,2358,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,7,G-HDGP-DGPN,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433951,82878,82878,JPY,82878,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,7,G-HDGP-DGPN,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433952,82878,82878,JPY,82878,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,7,G-HDGP-DGPN,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,13904,13904,,13904,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,7,G-HDGP-DGPN,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,1206,1206,,1206,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,7,G-HDGP-DGPN,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,111982,111982,,111982,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,7,G-HDGP-DGPN,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,5052,5052,,5052,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,8,G-HDGP-O365用回線費用,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433953,72800,72800,JPY,72800,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,8,G-HDGP-O365用回線費用,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433954,72800,72800,JPY,72800,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,8,G-HDGP-O365用回線費用,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,12214,12214,,12214,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,8,G-HDGP-O365用回線費用,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,1059,1059,,1059,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,8,G-HDGP-O365用回線費用,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,98365,98365,,98365,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,8,G-HDGP-O365用回線費用,,LAPJ20120060,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,4438,4438,,4438,0,AN7930,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,9,G-HFPT-FilePort2,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433955,11648,11648,JPY,11648,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,9,G-HFPT-FilePort2,LAJC-2103-00072,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433956,11648,11648,JPY,11648,0,,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,9,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,1826,1826,,1826,0,AN7800,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,9,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,162,162,,162,0,AN7800,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,9,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,6246,6246,,6246,0,AN7800,
0007,2,202102,LAAN-2003-00234,汎用インフラサービス（継続）（継続）,9,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,136,136,,136,0,AN7800,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,LAJC-2102-00511,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433572,2997,2997,JPY,2997,0,,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,LAJC-2102-00511,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433573,2997,2997,JPY,2997,0,,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,533,533,,533,0,AN7400,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,14,14,,14,0,AN7400,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,720,720,,720,0,AN7400,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,160,160,,160,0,AN7400,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,5,G-HESQ-どこでもESQ,LAJC-2102-00511,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433574,19833,19833,JPY,19833,0,,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,5,G-HESQ-どこでもESQ,LAJC-2102-00511,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433575,19833,19833,JPY,19833,0,,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,5,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,1568,1568,,1568,0,AN7920,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,5,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,2381,2381,,2381,0,AN7920,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,5,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,14829,14829,,14829,0,AN7920,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,5,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,370,370,,370,0,AN7920,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,11,G-HFPT-FilePort2,LAJC-2102-00511,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433576,11544,11544,JPY,11544,0,,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,11,G-HFPT-FilePort2,LAJC-2102-00511,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433577,11544,11544,JPY,11544,0,,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,11,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,1810,1810,,1810,0,AN7800,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,11,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,161,161,,161,0,AN7800,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,11,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,6191,6191,,6191,0,AN7800,
0007,2,202102,LAAN-2003-00235,DASL 汎用インフラサービス（継続）（継続）,11,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,135,135,,135,0,AN7800,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433926,3996,3996,JPY,3996,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433927,3996,3996,JPY,3996,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,711,711,,711,0,AN7400,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,19,19,,19,0,AN7400,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,961,961,,961,0,AN7400,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,1,G-HADA-AD認証,,LAPJ20120058,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,213,213,,213,0,AN7400,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ運用,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433928,117260,117260,JPY,117260,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ運用,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433929,117260,117260,JPY,117260,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ運用,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,7259,7259,,7259,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ運用,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,82850,82850,,82850,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ運用,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,5849,5849,,5849,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,3,G-HPCS-Windows10 PC維持管理/セキュリティ運用,,LAPJ20120059,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,1799,1799,,1799,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433930,69700,69700,JPY,69700,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433931,69700,69700,JPY,69700,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,5510,5510,,5510,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,8366,8366,,8366,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42122,社外原価その他,,4,2,0,03,OSI,P01,1,101,0,,1,05,015,,01_LAKGHG-000112886,52113,52113,,52113,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,4,G-HESQ-どこでもESQ,,LAPJ20120056,AN700B,,AN7600,ＩＣＴ営業部,42130,原価差額,,4,2,0,06,OSI,P01,1,101,0,,1,05,020,,01_LAKGHG-000112887,1301,1301,,1301,0,AN7920,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,5,G-HFPT-FilePort2,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433938,15392,15392,JPY,15392,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,5,G-HFPT-FilePort2,LAJC-2103-00070,,AN700B,,AN7600,ＩＣＴ営業部,41100,売上高,,,2,0,,OSI,,,,1,,2,,,,02_LASK05-000433939,15392,15392,JPY,15392,0,,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,5,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42110,社内原価,,4,2,0,05,OSI,P01,1,101,0,,1,05,005,,01_LAKGHG-000112884,2414,2414,,2414,0,AN7800,
0007,2,202102,LAAN-2003-00236,汎用インフラサービス（継続）（継続）,5,G-HFPT-FilePort2,,LAPJ21010027,AN700B,,AN7600,ＩＣＴ営業部,42120,社外原価外注,,4,2,0,01,OSI,P01,1,101,0,,1,05,010,,01_LAKGHG-000112885,214,214,,214,0,AN7800,
