確度,営業担当,技術担当,営業/技術,旧部門,部門,案件名,内外,BIZ,ソリューション識別,サービスライン名,"汎用識別
AOコード",汎用識別名,請求先,ヒト・モノ,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
A0,山下,二宮,営業,TC,SOL,[FMM]FUJI様　モノ系保守　★集約リスト参照,内,CIT,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,999,指定なし,ISID,モノ,721101,0,643825,0,0,77276,0.107,691126,0,621085,0,0,70041,0.101,691122,0,621085,0,0,70037,0.101,689709,0,620005,0,0,69704,0.101,689709,0,620005,0,0,69704,0.101,769603,0,686824,0,0,82779,0.108,769603,0,686824,0,0,82779,0.108,769603,0,686824,0,0,82779,0.108,769603,0,686824,0,0,82779,0.108,769603,0,686824,0,0,82779,0.108,769603,0,686824,0,0,82779,0.108,769603,0,686824,0,0,82779,0.108
A0,八木,二宮,技術,TC,SOL,オークマ様向Baanシステム運用サポート,内,CIT,インフラ／ヒト／継続,5c 業務受託サービス,704,システム運用・保守,ISID,ヒト,530000,274468,0,0,79731,175801,0.332,530000,260691,,0,80731,188578,0.356,530000,270000,0,0,167043,92957,0.175,530000,745104,0,0,35983,-251087,-0.474,530000,290487,0,527,0,238986,0.451,530000,270000,,60000,77000,123000,0.232,530000,270000,,60000,77000,123000,0.232,530000,270000,,60000,77000,123000,0.232,530000,270000,,60000,77000,123000,0.232,530000,270000,,60000,77000,123000,0.232,530000,270000,,60000,77000,123000,0.232,530000,270000,,60000,77000,123000,0.232
A0,八木,二宮,技術,TC,SOL,オークマ様向けAIX／V9000バージョンアップ作業,内,CIT,インフラ／ヒト／新規,5c 業務受託サービス,704,システム運用・保守,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690000,798775,0,0,227279,663946,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,二宮,技術,TC,SOL,オークマ様次期ERPシステム構想検討,内,CIT,インフラ／ヒト／新規,1  ｺﾝｻﾙﾃｨﾝｸﾞｻｰﾋﾞｽ,1,コンサルティング,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260000,1046273,0,0,0,213727,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,二宮,技術,TC,SOL,Baanシステム保守,内,CIT,インフラ／ヒト／継続,5c 業務受託サービス,704,システム運用・保守,ISID,ヒト,106100,0,0,0,79731,26369,0.249,106100,0,0,0,80731,25369,0.239,106100,0,0,0,33408,72692,0.685,106100,0,0,0,71967,34133,0.322,106100,0,0,0,77193,28907,0.272,106100,0,,0,77000,29100,0.274,106100,0,0,0,77000,29100,0.274,106100,0,0,0,77000,29100,0.274,106100,0,0,0,77000,29100,0.274,106100,0,0,0,77000,29100,0.274,106100,0,0,0,77000,29100,0.274,106100,0,0,0,77000,29100,0.274
A0,和田,西井,営業,TC,SOL,STRAVISインフラ支援,内,BS,インフラ／ヒト／継続,5a 個別運用保守ｻｰﾋﾞｽ,201,インフラサービス,ISID,ヒト,2120000,0,0,0,1734197,385803,0.182,2120000,0,,0,1505443,614557,0.29,2120000,0,0,0,1567106,552894,0.261,1880000,0,0,0,1602079,277921,0.148,1880000,0,0,0,1583759,296241,0.158,1880000,0,,178197,1381710,320093,0.17,1880000,0,,178197,1381710,320093,0.17,1880000,0,,178197,1381710,320093,0.17,1880000,0,,178197,1381710,320093,0.17,1880000,0,,178197,1381710,320093,0.17,1880000,0,,178197,1381710,320093,0.17,1880000,0,,178197,1381710,320093,0.17
A0,根来,西井,技術,TC,SOL,関西支社ITインフラ支援,内,CIT,インフラ／ヒト／継続,5a 個別運用保守ｻｰﾋﾞｽ,601,ISID ITｲﾝﾌﾗ運用業務,ISID,ヒト,180000,0,0,0,176549,3451,0.019,180000,0,0,0,72655,107345,0.596,180000,0,0,0,104807,75193,0.418,180000,0,0,0,102732,77268,0.429,180000,0,0,0,126952,53048,0.295,180000,0,,0,127000,53000,0.294,180000,0,0,0,127000,53000,0.294,180000,0,,0,127000,53000,0.294,180000,0,0,0,127000,53000,0.294,180000,0,0,0,127000,53000,0.294,180000,0,0,0,127000,53000,0.294,180000,0,0,0,127000,53000,0.294
A0,根来,二宮,営業,TC,SOL,富士ケミカル様IT基盤運用アウトソーシング,外,CIT,インフラ／ヒト／継続,5a 個別運用保守ｻｰﾋﾞｽ,201,インフラサービス,富士ケミカル,ヒト,330000,185179,0,9348,62646,72827,0.221,330000,85000,,9346,0,235654,0.714,330000,85000,0,9346,17849,217805,0.66,330000,212499,0,9346,19468,88687,0.269,330000,143373,0,0,20616,166011,0.503,330000,207500,,,38214,84286,0.255,330000,207500,0,0,38214,84286,0.255,330000,207500,0,0,38214,84286,0.255,330000,207500,0,0,38214,84286,0.255,330000,207500,0,0,38214,84286,0.255,330000,207500,0,0,38214,84286,0.255,330000,207500,0,0,38214,84286,0.255
A0,八木,二宮,営業,TC,SOL,鶴見製作所　CAD on VDIインシデント保守　 ★集約リスト参照,外,製造,インフラ／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,204,VDI,鶴見製作所,ヒト,41667,1625,0,3934,27016,9092,0.218,41663,1731,0,3936,20001,15995,0.384,41667,1161,0,5197,13445,21864,0.525,41667,1683,0,3914,59143,-23073,-0.554,41667,1709,0,3953,30384,5621,0.135,41667,,0,0,33334,8333,0.2,41667,,0,0,33334,8333,0.2,41667,0,0,0,33334,8333,0.2,41667,0,0,0,33334,8333,0.2,41667,,0,0,33334,8333,0.2,41667,0,0,0,33334,8333,0.2,41667,0,0,0,33334,8333,0.2
A0,安原,二禮木,技術,TC,SOL,セブン銀行様向けDBS　★集約リスト参照,内,金融,インフラ／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,201,インフラサービス,ISID,ヒト,3585000,2065000,0,0,1146153,373847,0.104,4085000,2345000,0,89540,1003373,647087,0.158,4085000,2467018,0,-89540,884135,823387,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,安原,二禮木,技術,TC,SOL,セブン銀行様向けDBS開発・保守対応(2021/4-6),内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3060000,2116103,0,0,426172,517725,0.169,1530000,1055000,0,0,195401,279599,0.183,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1,安原,二禮木,技術,TC,SOL,セブン銀行様向けDBS開発・保守対応(2021/7-9),内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005000,407500,0,0,390803,206697,0.206,1585000,887500,0,0,390803,306697,0.193,1585000,887500,0,0,390803,306697,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1,安原,二禮木,技術,TC,SOL,セブン銀行様向けDBS開発・保守対応(2021/10-12),内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585000,887500,0,0,390803,306697,0.193,1585000,887500,0,0,390803,306697,0.193,1585000,887500,0,0,390803,306697,0.193
A0,安原,二禮木,技術,TC,SOL,セブン銀行様向け債権管理システム更改対応支援(2021/4-2021/6),内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,245932,0,0,0,44068,0.152,290000,239935,0,0,0,50065,0.173,290000,240000,0,0,0,50000,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,安原,二禮木,技術,TC,SOL,セブン銀行様向け認可サーバ2リージョン化対応(設計/UT/IT)(2021/4-2021/7),内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770000,1063913,0,0,206905,499182,0.282,1770000,1131600,0,0,197118,441282,0.249,1770000,1200000,0,0,195401,374599,0.212,861000,400000,0,0,273562,187438,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,戸村,二禮木,技術,TC,SOL,ANA X様用 SSL証明書 EV SSL2年,内,CIT,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,ISC,ISID OSC,ISID,モノ,,,,,,0,0,37724,0,0,28452,0,9272,0.246,37724,0,0,28451,0,9273,0.246,37724,0,0,28452,0,9272,0.246,37724,0,0,28450,0,9274,0.246,37724,0,0,28451,0,9273,0.246,37724,0,0,28451,0,9273,0.246,37724,0,0,28451,0,9273,0.246,37724,0,0,28451,0,9273,0.246,37724,0,0,28451,0,9273,0.246,37724,0,0,28451,0,9273,0.246,16117,0,0,14226,0,1892,0.117
A0,戸村,二禮木,技術,TC,SOL,ANA X様用 SSL証明書 企業認証SSL 2年,内,CIT,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,ISC,ISID OSC,ISID,モノ,,,,,,0,0,8814,0,0,6647,0,2167,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6647,0,2167,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6648,0,2166,0.246,8814,0,0,6648,0,2166,0.246,3775,0,0,3324,0,451,0.119
A0,戸村,二禮木,技術,TC,SOL,ANA X様用 電子署名（S/MIME）用証明書 新規2年,内,CIT,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,ISC,ISID OSC,ISID,モノ,,,,,,0,0,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10936,0,3563,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,14499,0,0,10935,0,3564,0.246,7621,0,0,5468,0,2154,0.283
A0,根来,二宮,営業,TC,SOL,富士ケミカル様_Oracle保守更新費用 2021/7/31迄(1年),外,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,富士ケミカル,モノ,61250,0,59375,0,0,1875,0.031,61250,0,59375,0,0,1875,0.031,61250,0,59375,0,0,1875,0.031,61250,0,59375,0,0,1875,0.031,61250,0,59375,0,0,1875,0.031,61250,0,59375,0,0,1875,0.031,61250,0,59375,0,0,1875,0.031,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,富士ケミカル様向け ARCserve保守(VDI) 2021/09/30迄(1年),外,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,富士ケミカル,モノ,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,16167,0,14700,0,0,1467,0.091,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,富士ケミカル様向け Citrix保守 2021/09/28迄(1年),外,製造,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,富士ケミカル,モノ,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,40625,0,35750,0,0,4875,0.12,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,富士ケミカル様向け VDAﾗｲｾﾝｽ 2023/3/31迄(3年),外,製造,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,999,指定なし,富士ケミカル,モノ,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057,7639,0,7200,0,0,439,0.057
A0,根来,二宮,営業,TC,SOL,富士ケミカル様向け VDAライセンス(VDI)　2021/09/30迄(3年),外,製造,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,801,ﾊｰﾄﾞｳｪｱ販売･保守,富士ケミカル,モノ,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,36111,0,34200,0,0,1911,0.053,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,根来,二宮,営業,TC,SOL,富士ケミカル様向け VDAﾗｲｾﾝｽ更新　2022/10/31迄(3年),外,製造,インフラ／モノ／継続,6a 情報機器･その他ｿﾌﾄ販売,999,指定なし,富士ケミカル,モノ,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,43167,0,41100,0,0,2067,0.048,,,,,,0,0,,,,,,0,0
A1,根来,二禮木,技術,TC,SOL,関西ペイントRD&L導入_インフラ領域2021年4月-8月,内,製造,インフラ／ヒト／継続,2a 個別案件型ｼｽﾃﾑ開発,201,インフラサービス,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,9495000,5880000,0,0,2970100,644900,0.068,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,0,0,,0,0
A0,八木,二宮,営業,TC,SOL,オークマ　DC　1910以降,内,CIT,インフラ／モノ／継続,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,ISID,モノ,1472000,0,0,1338500,0,133500,0.091,1472000,0,0,1338500,0,133500,0.091,1472000,0,0,1338500,0,133500,0.091,1472000,0,0,1338500,0,133500,0.091,1472000,0,0,1338500,0,133500,0.091,1472000,0,0,1361600,0,110400,0.075,1472000,0,0,1361600,0,110400,0.075,1472000,0,0,1361600,0,110400,0.075,1472000,0,0,1361600,0,110400,0.075,1472000,0,0,1361600,0,110400,0.075,1472000,0,0,1361600,0,110400,0.075,1472000,0,0,1361600,0,110400,0.075
A0,八木,二宮,営業,TC,SOL,オークマ　Baanリプレース　本番機（第一・第二基幹）HWSW（保守）　★集約リスト参照,内,BS,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,207,ﾊｰﾄﾞｳｪｱ導入,ISID,モノ,463329,0,420392,0,0,42937,0.093,463329,0,420392,0,0,42937,0.093,463329,0,420392,0,0,42937,0.093,463329,0,420392,0,0,42937,0.093,463329,0,420392,0,0,42937,0.093,454400,0,412093,0,0,42307,0.093,454400,0,412093,0,0,42307,0.093,454400,0,412093,0,0,42307,0.093,454400,0,412093,0,0,42307,0.093,454400,0,412093,0,0,42307,0.093,454400,0,412093,0,0,42307,0.093,454400,0,412093,0,0,42307,0.093
A0,八木,二宮,営業,TC,SOL,オークマ　Baanリプレース　Windowsサーバー（保守）,内,BS,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,207,ﾊｰﾄﾞｳｪｱ導入,ISID,モノ,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08,15131,0,13915,0,0,1216,0.08
A0,八木,二宮,営業,TC,SOL,オークマ　Baanリプレース　（第一・第二基幹）ソフトウェア保守　★集約リスト参照,内,BS,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,203,ｿﾌﾄ製品ｲﾝﾌﾗ･保守,ISID,モノ,359972,0,328652,0,0,31320,0.087,359972,0,328652,0,0,31320,0.087,359972,0,328652,0,0,31320,0.087,359972,0,328652,0,0,31320,0.087,359972,0,328652,0,0,31320,0.087,359972,0,328653,0,0,31319,0.087,359972,0,328653,0,0,31319,0.087,359972,0,328653,0,0,31319,0.087,359972,0,328653,0,0,31319,0.087,359972,0,328653,0,0,31319,0.087,359972,0,328653,0,0,31319,0.087,359972,0,328653,0,0,31319,0.087
A0,八木,二宮,営業,TC,SOL,オークマ　Baanリプレース　（新第一・第二基幹）STSS保守_CCO(18ヵ月),内,BS,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,999,指定なし,ISID,モノ,215300,0,183000,0,0,32300,0.15,215300,0,183000,0,0,32300,0.15,215300,0,183000,0,0,32300,0.15,215300,0,183000,0,0,32300,0.15,215300,0,183000,0,0,32300,0.15,215294,0,183000,0,0,32294,0.15,215294,0,183000,0,0,32294,0.15,215294,0,183000,0,0,32294,0.15,215294,0,183000,0,0,32294,0.15,215294,0,183000,0,0,32294,0.15,215294,0,183000,0,0,32294,0.15,215294,0,183000,0,0,32294,0.15
A0,八木,二宮,営業,TC,SOL,オークマ　Baanリプレース（新第一・第二基幹）STSS保守_CCO以外3件(18ヵ月) ★集約リスト参照,内,BS,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,999,指定なし,ISID,モノ,1116100,0,948500,0,0,167600,0.15,1116100,0,948500,0,0,167600,0.15,1116100,0,948500,0,0,167600,0.15,1116100,0,948500,0,0,167600,0.15,1116100,0,948500,0,0,167600,0.15,1116100,0,948685,0,0,167415,0.15,1116100,0,948685,0,0,167415,0.15,1116100,0,948685,0,0,167415,0.15,1116100,0,948685,0,0,167415,0.15,1116100,0,948685,0,0,167415,0.15,1116100,0,948685,0,0,167415,0.15,1116100,0,948685,0,0,167415,0.15
A0,戸村,二宮,営業,TC,SOL,パラマウントベッド様向けBaanサーバリプレース2017（保守） ★集約リスト参照,内,CIT,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,201,インフラサービス,ISID,モノ,368333,0,337412,0,0,30921,0.084,368333,0,337412,0,0,30921,0.084,368333,0,337412,0,0,30921,0.084,368333,0,337412,0,0,30921,0.084,368333,0,337412,0,0,30921,0.084,436075,0,399732,0,0,36343,0.083,436075,0,399732,0,0,36343,0.083,436075,0,399732,0,0,36343,0.083,436075,0,399732,0,0,36343,0.083,436075,0,399732,0,0,36343,0.083,436075,0,399732,0,0,36343,0.083,436075,0,399732,0,0,36343,0.083
A0,根来,二宮,営業,TC,SOL,富士ケミカル　　インフラ更改　　HW保守,外,CIT,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,富士ケミカル,モノ,57300,0,48608,0,0,8692,0.152,57300,0,48608,0,0,8692,0.152,57300,0,48608,0,0,8692,0.152,57300,0,48608,0,0,8692,0.152,57300,,48608,0,0,8692,0.152,57300,0,45840,0,0,11460,0.2,57300,0,45840,0,0,11460,0.2,57300,0,45840,0,0,11460,0.2,57300,0,45840,0,0,11460,0.2,57300,0,45840,0,0,11460,0.2,57300,0,45840,0,0,11460,0.2,57300,0,45840,0,0,11460,0.2
A0,根来,二宮,営業,TC,SOL,富士ケミカル　　インフラ更改　　SW保守,外,CIT,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,801,ﾊｰﾄﾞｳｪｱ販売･保守,富士ケミカル,モノ,12950,0,12267,0,0,683,0.053,12950,0,12267,0,0,683,0.053,12950,0,12267,0,0,683,0.053,12950,0,12267,0,0,683,0.053,12950,0,12267,0,0,683,0.053,70617,0,56494,0,0,14123,0.2,70617,0,56494,0,0,14123,0.2,70617,0,56494,0,0,14123,0.2,70617,0,56494,0,0,14123,0.2,70617,0,56494,0,0,14123,0.2,70617,0,56494,0,0,14123,0.2,70617,0,56494,0,0,14123,0.2
A0,根来,二宮,営業,TC,SOL,富士ケミカル　　DC利用料（月額費用）,外,CIT,インフラ／モノ／継続,5a 個別運用保守ｻｰﾋﾞｽ,101,データセンター利用料,富士ケミカル,モノ,550000,0,0,471092,0,78908,0.143,550000,0,0,471136,0,78864,0.143,550000,0,0,471880,0,78120,0.142,550000,0,0,473064,0,76936,0.14,550000,0,0,475864,0,74136,0.135,550000,0,0,476960,0,73040,0.133,550000,0,0,476960,0,73040,0.133,550000,0,0,476960,0,73040,0.133,550000,0,0,476960,0,73040,0.133,550000,0,0,476960,0,73040,0.133,550000,0,0,476960,0,73040,0.133,550000,0,0,476960,0,73040,0.133
A0,根来,二宮,営業,TC,SOL,富士ケミカル　インシデント保守　★集約リスト参照,外,製造,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,富士ケミカル,ヒト,20837,814,0,1966,13509,4548,0.218,20833,862,0,1969,9999,8003,0.384,20833,583,0,2598,6725,10927,0.525,20833,841,0,1957,29572,-11537,-0.554,20833,855,0,1978,15190,2810,0.135,20833,14833,,,,6000,0.288,20833,14833,,,,6000,0.288,20833,14833,,,,6000,0.288,20833,14833,,,,6000,0.288,20833,14833,,,,6000,0.288,20833,14833,,,,6000,0.288,20833,14833,,,,6000,0.288
A0,横山,二宮,営業,TC,SOL,中企庁RPAAWS環境保守運用作業（21年1-2月）,内,CIT,インフラ／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,201,インフラサービス,ISID,ヒト,765000,595641,0,0,0,169359,0.221,765000,145214,0,0,0,619786,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,横山,二宮,営業,TC,SOL,中企庁RPAAWS環境構築（AWS利用料_N月利用N＋１月計上分）,内,CIT,インフラ／モノ／継続,5b ｾﾝﾀｰ利用型運用保守ｻｰﾋﾞｽ,106,AWS利用料,ISID,モノ,1405060,0,0,1191894,0,213166,0.152,1384500,0,0,1181550,0,202950,0.147,1320000,0,0,1127979,0,192021,0.145,1175000,0,0,1044500,0,130500,0.111,1135300,0,0,1022290,0,113010,0.1,800000,0,0,760000,0,40000,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,安原,二禮木,営業,TC,SOL,ドコモ様向け融資FPサービスの環境整備,内,金融,インフラ／ヒト／新規,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,,,,,,0,0,0,0,0,0,0,0,0,8775000,3539339,0,1027784,1373870,2834007,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,西海,坂井,営業,TC,SOL,AO独自　　モノ(分離）,内,BS,インフラ／モノ／新規,SI関連その他,201,インフラサービス,ISID,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,西海,坂井,営業,TC,SOL,AO独自　　ヒト(分離）,内,BS,インフラ／ヒト／新規,SI関連その他,201,インフラサービス,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,西海,坂井,営業,TC,SOL,AO独自　　ヒト,内,BS,インフラ／ヒト／新規,SI関連その他,201,インフラサービス,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,西海,坂井,営業,TC,SOL,VDI、クラウド構築　BS　モノ(分離）,内,CIT,インフラ／モノ／新規,BSその他,201,インフラサービス,ISID,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,8500000,0,8000000,0,0,500000,0.059,,,,,,0,0,,,,,,0,0
