確度,営業担当,技術担当,営業/技術,旧部門,部門,案件名,内外,BIZ,ソリューション識別,サービスライン名,"汎用識別
AOコード",汎用識別名,請求先,ヒト・モノ,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
A0,根来,藤川,営業,EIS,SOL,定常保守作業(SuperStream保守)　★集約リスト参照,外,BS,SI・BI／ヒト／継続,4b ｿﾌﾄ商品保守ｻｰﾋﾞｽ,403,SS/Port,多数,モノ,176917,0,122217,0,0,54700,0.309,176917,0,122217,0,0,54700,0.309,176917,0,122217,0,0,54700,0.309,176917,0,122217,0,0,54700,0.309,176917,0,122217,0,0,54700,0.309,176917,0,0,122217,0,54700,0.309,176917,0,0,122217,0,54700,0.309,176917,0,0,122217,0,54700,0.309,176917,0,0,122217,0,54700,0.309,176917,0,0,122217,0,54700,0.309,176917,0,0,122217,0,54700,0.309,176913,0,0,122213,0,54700,0.309
A0,根来,藤川,営業,EIS,SOL,定常保守作業(SuperStreamヒト系保守)　★集約リスト参照,外,BS,SI・BI／ヒト／継続,4d ｿﾌﾄ商品ｱﾄﾞｵﾝ開発保守ｻｰﾋﾞｽ,403,SS/Port,多数,ヒト,301667,126167,0,1500,118715,55285,0.183,301667,126167,0,1827,85131,88542,0.294,301667,126167,0,1827,116478,57195,0.19,301667,126167,0,0,76421,99079,0.328,301667,126167,0,0,120060,55440,0.184,301667,126167,0,0,114741,60759,0.201,301667,126167,0,0,114741,60759,0.201,301663,126163,0,0,114741,60759,0.201,301667,126167,0,0,114741,60759,0.201,301667,126167,0,0,114741,60759,0.201,301667,126167,0,0,114741,60759,0.201,301667,126167,0,0,114741,60759,0.201
A0,根来,藤川,営業,EIS,SOL,定常保守作業(SI SW保守)　★集約リスト参照,外,CIT,SI・BI／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,多数,ヒト,260000,0,0,0,128141,131859,0.507,260000,0,0,0,86497,173503,0.667,260000,0,0,14600,76362,169038,0.65,260000,0,0,21473,95100,143427,0.552,260000,0,0,0,162658,97342,0.374,260000,0,0,35000,156321,68679,0.264,260000,0,0,35000,156321,68679,0.264,260000,0,0,35000,156321,68679,0.264,260000,0,0,35000,156321,68679,0.264,260000,0,0,35000,156321,68679,0.264,260000,0,0,35000,156321,68679,0.264,260000,0,0,35000,156321,68679,0.264
A0,八木,藤川,営業,EIS,SOL,定常保守作業(和多田印刷),外,CIT,SI・BI／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,和多田印刷,ヒト,625000,200000,0,0,159463,265537,0.425,625000,200000,0,0,161462,263538,0.422,625000,200000,0,3600,133634,287766,0.46,625000,200000,0,0,179918,245082,0.392,625000,200000,0,0,272934,152066,0.243,625000,200000,0,0,312642,112358,0.18,625000,200000,0,0,312642,112358,0.18,625000,200000,0,0,312642,112358,0.18,625000,200000,0,0,312642,112358,0.18,625000,200000,0,0,312642,112358,0.18,625000,200000,0,0,312642,112358,0.18,625000,200000,0,0,312642,112358,0.18
A0,根来,藤川,営業,EIS,SOL,定常保守作業(富士ケミカル),外,CIT,SI・BI／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,富士ケミカル,ヒト,333333,116667,0,0,156617,60049,0.18,333333,116667,0,0,161462,55204,0.166,333337,116663,0,0,133634,83040,0.249,333333,116667,0,0,143935,72731,0.218,333333,116667,0,0,154386,62280,0.187,333333,116667,0,0,117241,99425,0.298,333333,116667,0,0,117241,99425,0.298,333333,116667,0,0,117241,99425,0.298,333333,116667,0,0,117241,99425,0.298,333333,116667,0,0,117241,99425,0.298,333333,116667,0,0,117241,99425,0.298,333333,116667,0,0,117241,99425,0.298
A0,横山,藤川,営業,EIS,SOL,セキセイ システム保守,外,BS,SI・BI／ヒト／継続,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,セキセイＴ＆Ｃ,ヒト,200000,0,0,0,128141,71859,0.359,200000,0,0,0,92264,107736,0.539,200000,0,0,0,128862,71138,0.356,200000,0,0,0,125942,74058,0.37,200000,0,0,0,143358,56642,0.283,200000,0,0,20000,117241,62759,0.314,200000,0,0,20000,117241,62759,0.314,200000,0,0,20000,117241,62759,0.314,200000,0,0,20000,117241,62759,0.314,200000,0,0,20000,117241,62759,0.314,200000,0,0,20000,117241,62759,0.314,200000,0,0,20000,117241,62759,0.314
A0,根来,西海,営業,EIS,SOL,積水樹脂　SS-NX移行(1月～5月),内,BS,SI・BI／ヒト／新規,4c ｿﾌﾄ商品ｱﾄﾞｵﾝ開発･導入技術支援,403,SS/Port,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,1700000,0,0,602520,2697480,0.539,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A1,八木,藤川,営業,EIS,SOL,和多田印刷 基幹システム 軽技Webライセンス,外,CIT,SI・BI／ヒト／新規,6a 情報機器･その他ｿﾌﾄ販売,405,APL,和多田印刷,モノ,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,1235000,,1110400,,,124600,0.101,101000,,90400,,,10600,0.105,101000,,90400,,,10600,0.105,,,,,,0,0
A1,八木,藤川,営業,EIS,SOL,和多田印刷 基幹インフラ刷新プロジェクト_SI（ヒト）,外,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,405,APL,和多田印刷,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,11374000,4606000,,330397,3593000,2844603,0.25
A1,八木,藤川,営業,EIS,SOL,和多田印刷 基幹インフラ刷新プロジェクト_インフラ（ヒト）,外,CIT,インフラ／モノ／新規,2a 個別案件型ｼｽﾃﾑ開発,405,インフラサービス,和多田印刷,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,2749000,1125000,,40000,896000,688000,0.25
A0,八木,藤川,営業,EIS,SOL,和多田印刷 基幹システム改修（税コード対応）,外,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,405,APL,和多田印刷,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,535000,280000,0,4400,71967,178633,0.334,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,要検討,藤川,技術,EIS,SOL,SS気合②,外,BS,SI・BI／ヒト／新規,4c ｿﾌﾄ商品ｱﾄﾞｵﾝ開発･導入技術支援,403,SS/PORTNeT,未定,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,4000000,2256681,0,0,743319,1000000,0.25
A0,和田,駄田井,営業,EIS,SOL,【BI】ﾊﾟﾅ SPECTRE保守･英語,内,CIT,SI・BI／ヒト／新規,5a 個別運用保守ｻｰﾋﾞｽ,406,BI,ISID,ヒト,90000,0,0,0,56338,33662,0.374,90000,0,0,0,50673,39327,0.437,90000,0,0,0,55410,34590,0.384,90000,0,0,0,60046,29954,0.333,90000,0,0,0,54309,35691,0.397,90000,,,,55061,34939,0.388,90000,0,0,0,55061,34939,0.388,90000,0,0,0,55061,34939,0.388,90000,0,0,0,55061,34940,0.388,90000,0,0,0,55061,34939,0.388,90000,0,0,0,55061,34939,0.388,90000,0,0,0,55061,34939,0.388
A0,和田,駄田井,営業,EIS,SOL,【BI】BIKEN BI保守,内,CIT,SI・BI／ヒト／継続,5a 個別運用保守ｻｰﾋﾞｽ,406,BI,ISID,ヒト,,,,,,0,0,0,0,0,0,0,0,0,810000,0,0,0,692888,117112,0.145,0,0,0,0,0,0,0,,,,,,0,0,810000,,,,581501,228500,0.282,,,,,,0,0,,,,,,0,0,810000,,,,597882,212119,0.262,,,,,,0,0,,,,,,0,0,810000,,,,597882,212119,0.262
A0,和田,駄田井,営業,EIS,SOL,【BI】木曽路 BI保守　★集約リスト参照,内,CIT,SI・BI／ヒト／新規,5a 個別運用保守ｻｰﾋﾞｽ,406,BI,ISID,ヒト,426000,106000,0,0,261573,58427,0.137,0,0,0,0,0,0,0,426000,214427,0,0,103769,107804,0.253,0,0,0,0,0,0,0,426000,0,0,0,333966,92034,0.216,0,0,0,0,0,0,0,426000,0,0,0,330363,95637,0.225,0,0,0,0,0,0,0,426000,0,0,0,330363,95637,0.225,0,0,0,0,0,0,0,426000,0,0,0,110121,315879,0.742,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】ﾔﾏﾊ BI保守【ヤマハ様向けDWH導入_テクニカルサポート】,内,CIT,SI・BI／ヒト／継続,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500,0,0,0,80053,47447,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500,0,0,0,80533,46967,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500,0,0,0,82590,44910,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127500,0,0,0,82590,44910,0.352
A0,和田,駄田井,営業,EIS,SOL,【BI】LAWTER ﾃｸﾆｶﾙｻﾎﾟｰﾄ／ハリマ化成グループ案件,内,CIT,SI・BI／ヒト／新規,5a 個別運用保守ｻｰﾋﾞｽ,406,BI,ISID,ヒト,85000,0,0,0,56338,28662,0.337,85000,0,0,0,50673,34327,0.404,85000,0,0,0,55410,29590,0.348,85000,0,0,0,60046,24954,0.294,85000,0,0,0,54309,30691,0.361,85000,,,,55061,29940,0.352,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】ｲﾂﾜ BI保守,内,CIT,SI・BI／ヒト／継続,5a 個別運用保守ｻｰﾋﾞｽ,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,0,0,0,105315,119685,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,0,0,0,85082,49918,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1,和田,駄田井,営業,EIS,SOL,【BI】ｲﾂﾜ BI保守（未確定）,内,CIT,SI・BI／ヒト／継続,5a 個別運用保守ｻｰﾋﾞｽ,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,45000,,,,27530,17470,0.388,45000,,,,27530,17470,0.388,45000,,,,27530,17470,0.388,45000,,,,27530,17470,0.388,45000,,,,27530,17470,0.388,45000,,,,27530,17470,0.388
D,和田,駄田井,営業,EIS,SOL,【BI】ﾓﾘﾄ ﾃｸﾆｶﾙｻﾎﾟｰﾄ,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】BIKEN S/4HANA移行,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,4147500,686001,0,0,2450886,1010613,0.244,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A1,和田,駄田井,営業,EIS,SOL,【BI】BIKEN S/4HANA移行 結合テスト,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,727500,,,,502665,224835,0.309,232500,,,,149201,83299,0.358,232500,,,,149201,83299,0.358,300000,,,,204262,95738,0.319,307500,,,,204262,103238,0.336
A1,和田,駄田井,営業,EIS,SOL,【BI】三井ﾊｲﾃｯｸ S4コンバージョン2021年5月～6月,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995000,880000,,,587407,527593,0.264,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
C0,和田,駄田井,営業,EIS,SOL,【BI】三井ﾊｲﾃｯｸ S4コンバージョン,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,0,0,,0,0,,,,,,0,0,,,,,,0,0,3600000,1334000,0,0,1384581,881419,0.245,,,,,,0,0,,,,,,0,0,2017500,870000,0,0,664364,483136,0.239
A1,和田,駄田井,営業,EIS,SOL,【BI】NISSHA SPECTRE VerUP,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035000,110000,,,667122,257878,0.249,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】JSR S4HANAﾊﾞｰｼﾞｮﾝｱｯﾌﾟ【STRAVIS連携環境構築作業】,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,75000,0,0,0,50673,24327,0.324,75000,0,0,0,55410,19590,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】JSR 増減明細対応【STRAVIS連携増減明細作成作業】,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,180000,128231,0,0,0,51769,0.288,36000,27084,0,0,0,8916,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】ﾈｯﾄﾜﾝｼｽﾃﾑｽﾞ SPECTRE導入,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,1057500,422500,0,0,399212,235788,0.223,352500,163605,0,0,50673,138222,0.392,,,,,,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】アイカ工業 Office365動作検証作業支援,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,171000,130999,0,0,0,40001,0.234,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
C0,和田,駄田井,営業,EIS,SOL,【BI】アイカ工業 STRAVIS連携導入,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,637500,493000,,,,144500,0.227
D,和田,駄田井,営業,EIS,SOL,【BI】SPECTRE気合③,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,75000,58000,0,0,0,17000,0.227,,,,,,0,0,,,,,,0,0,,,,,,0,0
D,和田,駄田井,営業,EIS,SOL,【BI】SPECTRE気合④,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,187500,145000,0,0,0,42500,0.227,225000,174000,0,0,0,51000,0.227,525000,371000,0,0,0,154000,0.293
A0,和田,駄田井,営業,EIS,SOL,【BI】TEL運用設計支援／東京エレクトロン様向けDWH構築 GMX保守作業（準備含む）,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,2130000,1074000,0,0,498327,557673,0.262,2130000,1072700,0,0,527635,529665,0.249,2130000,1072873,0,0,493970,563157,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】TEL運用保守／東京エレクトロン様向けDWH構築 GMX保守作業（準備含む）,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,0,,,,,,,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,4275000,1950000,,,1172408,1152593,0.27,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
A0,和田,駄田井,営業,EIS,SOL,【BI】TEL運用保守(未確定)／東京エレクトロン様向けDWH構築 GMX保守作業（準備含む）,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,,,,,,0,0,0,0,,,0,0,0,0,0,,,0,0,0,1425000,650000,,,390803,384198,0.27,1425000,650000,,,390803,384198,0.27,1425000,650000,,,390803,384198,0.27,1425000,650000,,,390803,384198,0.27,1425000,650000,,,390803,384198,0.27,1425000,650000,,,390803,384198,0.27
A0,和田,駄田井,営業,EIS,SOL,【BI】TEL自由分析ビュー開発／東京エレクトロン様向けGMXプロジェクト支援,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590000,1394002,0,0,501008,694990,0.268,1865000,1385000,0,0,236463,243537,0.131,1865000,1110000,0,0,272934,482066,0.258,1865000,1110000,0,0,234482,520519,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1,和田,駄田井,営業,EIS,SOL,東京エレクトロン様向けGMXプロジェクト支援（未確定）,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,-189699,0,0,0,189699,0,,,,,,0,0,800000,550000,,,,250000,0.313,800000,550000,,,,250000,0.313,800000,550000,,,,250000,0.313,800000,550000,,,,250000,0.313,800000,550000,,,,250000,0.313,800000,550000,,,,250000,0.313
A0,和田,駄田井,営業,EIS,SOL,【BI】ﾀﾁｴｽ SPECTRE導入,内,CIT,SI・BI／ヒト／新規,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337500,0,0,0,250208,87292,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,八木,二宮,営業,TC,SOL,アイオン保守　★集約リスト参照,外,BS,インフラ／ヒト／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,アイオン,ヒト,16867,11000,1720,0,0,4147,0.246,16867,0,12720,,,4147,0.246,16867,0,12720,,,4147,0.246,16867,0,12720,,0,4147,0.246,16867,0,12720,0,0,4147,0.246,16867,11000,1720,,,4147,0.246,16867,11000,1720,,,4147,0.246,16867,11000,1720,,,4147,0.246,16867,11000,1720,,,4147,0.246,1867,,1720,,,147,0.079,1867,,1720,,,147,0.079,1867,,1720,,,147,0.079
A0,八木,二宮,営業,TC,SOL,アイシン精機保守　★集約リスト参照,内,BS,インフラ／モノ／継続,6b 情報機器･その他ｿﾌﾄ保守,999,指定なし,ISID,モノ,635259,0,607633,0,0,27626,0.043,635259,0,607633,0,0,27626,0.043,635259,0,607633,0,0,27626,0.043,635259,0,607633,0,0,27626,0.043,635259,0,607633,0,0,27626,0.043,635259,0,607633,0,0,27626,0.043,635259,0,607633,0,0,27626,0.043,635256,,607631,,,27625,0.043,546432,,522446,,,23986,0.044,509760,,487313,,,22447,0.044,356982,,341131,,,15851,0.044,245668,,236040,,,9628,0.039
A0,原田,二宮,営業,TC,SOL,SO案件（ﾃﾞｰﾀｾﾝﾀｰ利用料） フジシール,内,BS,インフラ／モノ／継続,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,ISID,モノ,683300,0,0,621600,0,61700,0.09,683300,0,0,621600,0,61700,0.09,683300,0,0,621600,0,61700,0.09,683300,0,0,621600,0,61700,0.09,683300,0,0,621600,0,61700,0.09,683300,0,0,622000,45804,15496,0.023,683300,0,0,622000,45804,15496,0.023,683300,0,0,622000,45804,15496,0.023,683300,0,0,622000,45804,15496,0.023,683300,0,0,622000,45804,15496,0.023,683300,0,0,622000,45804,15496,0.023,683300,0,0,622000,45804,15496,0.023
A0,根来,西井,営業,TC,SOL,マイナンバービジネス　★集約リスト参照,外,BS,インフラ／モノ／継続,5c 業務受託サービス,901,BPO,各社,モノ,1611667,1449087,0,0,0,162580,0.101,1611667,1442707,0,0,0,168960,0.105,3740370,3447862,0,0,0,292508,0.078,1611667,1445897,0,0,0,165770,0.103,1611667,1445899,0,0,0,165768,0.103,3875958,3571469,0,0,0,304489,0.079,1611666,1445898,0,0,0,165768,0.103,1611666,1445898,0,0,0,165768,0.103,3131042,2839001,0,0,0,292041,0.093,1611666,1445898,0,0,0,165768,0.103,1611666,1445898,0,0,0,165768,0.103,2208002,2042234,0,0,0,165768,0.075
A0,安原,二禮木,技術,TC,SOL,みずほフィナンシャルグループ様向け_MMO保守環境構築支援,内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,300000,0,0,0,0,300000,1,300000,0,0,0,147952,152048,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0,安原,二禮木,技術,TC,SOL,みずほフィナンシャルグループ様向け_MMO保守環境構築支援4月～9月,内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,259597,40403,0.135,300000,0,0,0,278447,21553,0.072,300000,0,0,0,234482,65518,0.218,300000,0,0,0,234482,65518,0.218,300000,0,0,0,234482,65518,0.218,300000,0,0,0,234482,65518,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1,安原,二禮木,技術,TC,SOL,みずほFG様向けMMO基盤運用・保守支援(2021/10-2022/3),内,金融,インフラ／ヒト／継続,2b 個別案件型システム開発保守サービス,201,インフラサービス,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,234482,65519,0.218,300000,0,0,0,234482,65519,0.218,300000,0,0,0,234482,65519,0.218
A0,八木,二宮,営業,TC,SOL,オークマ株式会社WANネットワーク再構築　回線,内,CIT,インフラ／モノ／継続,5b ｾﾝﾀｰ利用型運用保守ｻｰﾋﾞｽ,105,ネットワーク利用料,ISID,モノ,935000,0,0,863670,0,71330,0.076,935000,0,0,863670,0,71330,0.076,935000,0,0,863670,0,71330,0.076,935000,0,0,863670,0,71330,0.076,935000,0,0,863670,0,71330,0.076,935000,0,0,842500,0,92500,0.099,935000,0,0,842500,0,92500,0.099,935000,0,0,842500,0,92500,0.099,935000,0,0,842500,0,92500,0.099,935000,0,0,842500,0,92500,0.099,935000,0,0,842500,0,92500,0.099,935000,0,0,842500,0,92500,0.099
A0,八木,二宮,営業,TC,SOL,オークマ_WANネットワーク再構築_NW機器保守(1年),内,CIT,インフラ／モノ／継続,6b 情報機器･その他ソフト保守,105,ネットワーク利用料,ISID,モノ,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05,180417,0,171440,0,0,8977,0.05
