技術担当部署,案件責任,営業/開発担当者,確度,プロジェクト名,S/L,AOコード,AOコード名,セグメント,請求先,内外,カテゴリ,ヒト/モノ,新規・継続,サービスCD,サービス名,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
CON,開発,白鳥,A0,JAREA Web会議システム導入支援,1  コンサルティングサービス,1,コンサルテイングサービス,その他,JAREA,外,CON,ヒト,継続,B7D,BSその他,,,,,,,,380000,0,0,0,331274,48726,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,C1,JAREA-周辺システム導入支援,1  コンサルティングサービス,1,コンサルテイングサービス,その他,JAREA,外,CON,ヒト,継続,B7D,BSその他,,,,,,,,,,,,,,,1650000,0,0,0,1421040,228960,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A1,一橋大学大学院 国際企業戦略専攻,1  コンサルティングサービス,1,コンサルテイングサービス,その他,一橋大学,外,CON,ヒト,継続,B7D,BSその他,,,,,,,,,,,,,,,2272500,0,0,1145,1947826,323529,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A1,"新規コンサル案件-1
(エスアールエル　新基幹システム構築プロジェクト支援(2021年1月から3月))",1  コンサルティングサービス,1,コンサルテイングサービス,その他,SRL,外,CON,ヒト,継続,B7D,BSその他,,,,,,,,,,,,,,,3600000,0,0,8612,1496610,2094778,0.582,1200000,0,0,6371,566301,627328,0.523,1200000,0,0,2262,410263,787475,0.656,1200000,0,0,6371,566301,627328,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A1,"新規コンサル案件-2　JAREA
（周辺システム連携改修のリリース支援）",1  コンサルティングサービス,1,コンサルテイングサービス,その他,JAREA,外,CON,ヒト,継続,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-,900000,0,0,0,796456,103544,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,L,新規コンサル案件-3 人給BPO 3F 業務へ,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,L,新規コンサル案件-4　人給BPO 3F 業務へ,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,0,0,15000,2400000,585000,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,L,新規コンサル案件-5　人給BPO 3F 業務へ,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,0,0,15000,2400000,585000,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,B0,"新規コンサル案件-6　JAREA
(会員システムリプレース/企画フェーズ・5月~9月）",1  コンサルティングサービス,1,コンサルテイングサービス,その他,JAREA,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700000,0,0,,1400000,300000,0.176,,,,,,,,,,,,,,,3450000,0,0,,2738095,711905,0.206,1150000,0,0,0,912698,237302,0.206,,,,,,,,,,,,,,
CON,開発,白鳥,L,新規コンサル案件-7　人給BPO 3F 開発へ,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,0,0,15000,1800000,1185000,0.395
CON,開発,白鳥,L,新規コンサル案件-8,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,3000000,0,0,15000,1200000,1785000,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,D,新規コンサル案件-9,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,0,0,15000,2200000,785000,0.262
CON,開発,白鳥,D,新規コンサル案件-10,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,0,0,15000,1500000,1485000,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,D,新規コンサル案件-11,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000,0,0,15000,2000000,985000,0.328
CON,開発,白鳥,D,人事給与BPO第3フェーズ【業務】運用設計・検証（BPO部分）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000,,,,1539120,60880,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,D,人事給与BPO第4フェーズ【業務】運用準備（コンサル部分）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400000,,,,3291750,2108250,0.39,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,D,人事給与BPO第4フェーズ【業務】運用準備（BPO部分）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500000,,,,3568455,931545,0.207,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,D,人事給与BPO第4フェーズ【開発】システムテスト支援,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,,,,646272,553728,0.461,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,D,人事給与BPO第5フェーズ【業務】並行稼働（コンサル部分）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400000,,,,3291750,2108250,0.39
CON,開発,白鳥,D,人事給与BPO第4フェーズ【業務】並行稼働（BPO部分）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800000,,,,7977915,2822085,0.261
CON,開発,白鳥,D,人事給与BPO第4フェーズ【開発】並行稼働,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,,,,646272,553728,0.461
CON,開発,白鳥,C1,一橋大学大学院 国際企業戦略専攻(講義サポート）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-,0,0,0,0,0,0,-,2640000,0,0,10000,1077120,1552880,0.588,,0,0,,,0,-,,0,0,,,0,-,3960000,0,0,15000,1615680,2329320,0.588,,0,0,,,0,-,,0,0,,,0,-,3960000,0,0,15000,1615680,2329320,0.588
CON,開発,白鳥,D,一橋大学大学院 国際企業戦略専攻（IT資産管理コンサル）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000,0,0,5000,538560,556440,0.506,1100000,0,0,5000,538560,556440,0.506,1100000,0,0,5000,538560,556440,0.506,1100000,0,0,5000,538560,556440,0.506,1100000,0,0,5000,538560,556440,0.506,1100000,0,0,5000,538560,556440,0.506,1100000,0,0,5000,538560,556440,0.506
CON,開発,白鳥,A1,アークアウトソーシング,5a 個別運用保守サービス,901,BPO,その他,アークアウトソーシング,外,CON,ヒト,継続,B7D,BSその他,144750,,23400,214000,,-92650,-0.64,144750,,23400,0,,121350,0.838,144750,,23400,107000,,14350,0.099,137000,,23400,99500,,14100,0.103,137000,,23400,99500,,14100,0.103,144750,,23400,107000,,14350,0.099,144750,,23400,107000,,14350,0.099,144750,,23400,107000,,14350,0.099,144750,,23400,107000,,14350,0.099,144750,,23400,107000,,14350,0.099,144750,,23400,107000,,14350,0.099,144750,,23400,107000,,14350,0.099
CON,開発,白鳥,A1,FINOLAB　SUBPOSI-IT　2020,5a 個別運用保守サービス,704,システム運用・保守,その他,ISID,外,CON,ヒト,継続,B7D,BSその他,142600,0,0,2400,0,140200,0.983,142600,0,0,2400,0,140200,0.983,142600,0,0,398223,1126347,-1381970,-9.691,142600,0,0,236244,103858,-197502,-1.385,142600,0,0,211177,251915,-320492,-2.247,142600,0,0,236244,103858,-197502,-1.385,49600,0,0,0,0,49600,1,49600,0,0,0,0,49600,1,49600,0,0,0,0,49600,1,49600,0,0,0,0,49600,1,49600,0,0,0,0,49600,1,49600,0,0,0,0,49600,1
CON,開発,白鳥,A1,JAREA　kintoneライセンス,1  コンサルティングサービス,1,コンサルテイングサービス,その他,一橋大学,外,CON,ヒト,継続,B7D,BSその他,16702,0,13610,0,0,3092,0.185,16702,0,13610,0,0,3092,0.185,16702,0,13610,0,0,3092,0.185,16702,0,13610,0,0,3092,0.185,16698,,13611,0,0,3087,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A1,人事給与BPO第2フェーズ,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,3200000,,,,2895520,304480,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A0,人事給与BPO第3フェーズ【業務】運用設計・検証(コンサル部分）,1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,0,-,1800000,,,,888865,911135,0.506,1800000,0,0,0,886499,913501,0.508,2600000,,,,982063,1617937,0.622,2600000,,,,1097250,1502750,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A0,"人事給与BPO第3フェーズ【開発】システム開発支援・運用設計 
  ",1  コンサルティングサービス,1,コンサルテイングサービス,その他,未定,外,CON,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,0,-,300000,,,,124383,175617,0.585,300000,0,0,0,151312,148688,0.496,0,,,,0,0,-,2850000,,,,488318,2361683,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON,開発,白鳥,A1,一橋大学　ITサポートサービス,1  コンサルティングサービス,1,コンサルテイングサービス,その他,一橋大学,外,CON,ヒト,継続,B7D,BSその他,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1,100000,0,0,279258,789865,-969123,-9.691,100000,0,0,0,0,100000,1,100000,0,0,25867,-33256,107389,1.074,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1,100000,0,0,0,0,100000,1
,,,,(BPO推進部）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPO,開発,小西,A0,MRI　精算管理業務 2020年度,5a 個別運用保守サービス,901,BPO,その他,MRI,外,BPO,ヒト,継続,B7D,BSその他,5040070,1319282,0,199778,4296826,-775816,-0.154,5040070,1483616,0,193738,4802508,-1439792,-0.286,5040070,2031632,0,219948,6516151,-3727661,-0.74,,,,,,0,-,,,,,,0,-,,,,,,0,-,,,,,,0,-,,,,,,0,-,,,,,,0,-,,,,,,0,-,,,,,,0,-,,,,,,0,-
BPO,開発,小西,A1,MRI　精算管理業務 2021年度,5a 個別運用保守サービス,901,BPO,その他,MRI,外,BPO,ヒト,継続,B7D,BSその他,,,,,,,-,,,,,,,-,,,,,,,-,4930000,378300,0,190762,4176211,184727,0.037,4930000,405275,0,75467,3817377,631881,0.128,4930000,390000,0,178835,3198360,1162805,0.236,4930000,390000,0,178835,3198360,1162805,0.236,4930000,390000,0,178835,3198360,1162805,0.236,4930000,736000,0,178835,3198360,816805,0.166,4930000,736000,0,178835,3198360,816805,0.166,4930000,736000,0,178835,3198360,816805,0.166,4930000,736000,0,178835,3198360,816805,0.166
BPO,開発,小西,L,人事給与BPO第2フェーズ,5a 個別運用保守サービス,901,BPO,その他,ISID,内,BPO,ヒト,継続,B7D,BSその他,,,,,,,,3200000,,,,2895520,304480,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPO,開発,小西,L,BPO新規①,5a 個別運用保守サービス,901,BPO,その他,ISID,内,BPO,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285000,600000,160000,0,2453598,1071402,0.25,5125000,500000,160000,0,2453598,2011402,0.392,5125000,500000,160000,0,2453598,2011402,0.392,5425000,500000,160000,0,2453598,2311402,0.426,5425000,500000,160000,0,2453598,2311402,0.426,5425000,500000,160000,0,2453598,2311402,0.426
BPO,開発,小西,L,BPO新規②,5a 個別運用保守サービス,901,BPO,その他,ISID,内,BPO,ヒト,新規,B7D,BSその他,,,,,,,,,,,,,,,,,,,,,,6610000,422500,160000,0,2956390,3071110,0.465,6610000,422500,160000,0,2956390,3071110,0.465,6610000,422500,160000,0,2956390,3071110,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPO,開発,小西,L,BPO新規③,5a 個別運用保守サービス,901,BPO,その他,ISID,内,BPO,ヒト,新規,B7D,BSその他,4473000,550000,160000,0,2413682,1349318,0.302,4473000,550000,160000,0,2413682,1349318,0.302,4473000,550000,160000,0,2413682,1349318,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPO,開発,小西,A0,社内原価経費,5a 個別運用保守サービス,901,BPO,その他,ISID,内,BPO,ヒト,新規,B7D,BSその他,,,,,,0,-,,,,,,0,-,,,,,0,0,-,,,,,0,0,-,,,,,0,0,-,,,,,2377088,-2377088,-,,,,,1600000,-1600000,-,,,,,1600000,-1600000,-,,,,,1600000,-1600000,-,,,,,1600000,-1600000,-,,,,,1600000,-1600000,-,,,,,1600000,-1600000,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49011698,11192389,197010,1415316,20801059.56,15405923.44,59.37638834,49239306,10030524,417011,1293949,21770710.56,15517111.44,59.50809442,67887284,8942500,403400,1483450,35322382.06,21735551.94,62.49615676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12804715,,,,,,,11741484,,,,,,,10829350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
